model num,web,"theta(0,0)","theta(0,1)","theta(0,2)","theta(0,3)","theta(1,0)","theta(1,1)","theta(1,2)","theta(1,3)",fibers,seed,iso
3611,2.516734782,131.8410146,37.09022187,53.26172019,127.1695808,179.2679671,75.50822064,7.718179611,98.76695325,TRUE,0.5,0.453555899
3612,2.766174624,17.67707865,70.86922702,74.66756477,170.3496416,81.12837254,38.49055892,178.708631,162.8768692,TRUE,0.5,0.674905617
3613,1.665877857,176.7947351,93.94158996,111.2962265,158.3053792,174.3293121,133.4494647,92.85469993,138.8258434,TRUE,0.5,0.424867965
3614,1.548845717,17.18743816,175.9924037,65.41078115,130.4334448,72.82268312,147.0609257,44.94473628,132.7365093,TRUE,0.5,0.361537676
3615,2.289982369,105.4953972,94.35471855,117.9870996,99.69639759,48.45129911,47.24410221,35.37355551,46.64236027,TRUE,0.5,0.389046589
3616,2.308414657,97.64522942,122.879327,56.74370475,113.3633385,132.8066151,25.23352702,162.9900594,159.1047071,TRUE,0.5,0.343163421
3617,1.914418204,117.418569,65.22205997,138.3070335,138.8958538,99.67708262,70.98434244,112.1369011,178.8872511,TRUE,0.5,0.464053157
3618,1.065973633,86.93183823,160.6289227,174.8137549,139.2491545,142.3553907,118.5417005,114.8412472,44.10107641,TRUE,0.5,0.738291385
3619,1.970678326,165.8679347,100.9826047,84.17575542,89.52602988,126.0003438,24.36351286,123.5117627,1.78095988,TRUE,0.5,0.617806054
3620,1.079222508,119.0475783,20.2973012,13.00162659,22.77718065,145.3741311,0.164534016,45.53158775,38.55102709,TRUE,0.5,0.53129345
3621,1.39822507,36.02043806,61.46560767,26.45249371,17.69756003,14.46998319,89.17837478,174.7218805,86.51480737,TRUE,0.5,0.656452028
3622,1.731538143,169.1760866,131.3158353,92.36195966,113.9218012,58.38832327,128.1524082,161.9720061,141.2087459,TRUE,0.5,0.435114729
3623,1.020848812,163.1636841,77.01778157,141.866665,162.0815005,22.30366637,50.41867287,126.6860865,97.59913139,TRUE,0.5,0.412384053
3624,2.001087365,20.68818879,14.91578667,158.0848935,59.01788042,50.55597116,129.8230919,126.6361103,87.20570118,TRUE,0.5,0.715142177
3625,1.660828138,149.3099085,37.97781655,37.30467925,53.73844934,175.6318023,103.949226,171.4764982,158.9590349,TRUE,0.5,0.388245728
3626,1.655493741,118.7694689,141.6990708,134.9595113,2.160259725,40.31189624,33.31424537,88.65349496,164.2328433,TRUE,0.5,0.589850683
3627,2.084318072,148.8501792,36.46039617,126.9220635,99.44815936,122.2600635,91.99613072,172.7381928,163.5494655,TRUE,0.5,0.282233072
3628,2.926995114,103.8199639,3.03530477,101.8398606,153.7564112,165.9247696,165.2403596,48.35371675,175.9095816,TRUE,0.5,0.391005205
3629,2.645583384,20.06549788,57.58857621,30.34219251,40.62875845,8.107450887,179.5267464,107.8817899,113.2956433,TRUE,0.5,0.656184642
3630,2.887885868,24.67376636,165.8913221,124.876604,28.89147859,10.06494588,40.23853368,28.97005823,92.73687356,TRUE,0.5,0.437170771
3631,1.43754136,38.55604462,172.9714727,23.92826402,80.96733424,52.95569765,139.0717726,139.7055174,37.40694229,TRUE,0.5,0.455688455
3632,2.364406401,157.0279762,74.07430435,155.8592797,66.68901838,61.73330236,58.48970078,155.5910559,80.24174239,TRUE,0.5,0.267260115
3633,2.423607584,83.19802813,101.3580038,124.4183275,55.88909081,78.36369394,104.2857174,100.3452893,160.0974138,TRUE,0.5,0.498337864
3634,2.290627636,113.6485704,52.04199931,70.83552574,36.70864428,17.2671054,108.1379725,29.1973634,154.2888458,TRUE,0.5,0.253112336
3635,1.977691587,102.8568656,140.7915504,48.45436113,76.68432633,11.94153924,133.3425582,131.1919789,105.1180138,TRUE,0.5,0.653850842
3636,1.581368336,28.13467406,148.7160164,46.7321951,107.1967195,111.956099,80.67824251,100.1693669,176.5659719,TRUE,0.5,0.353454279
3637,2.270635586,112.4584033,139.8184402,113.5182319,12.24610124,48.71022447,82.54353789,19.70214596,159.005199,TRUE,0.5,0.274158461
3638,1.044036802,144.3455806,173.5120976,95.21464718,9.911388898,82.15657385,114.3041797,24.849559,51.50915795,TRUE,0.5,0.693157594
3639,1.790075298,88.50414105,103.1098162,69.06433332,125.2803904,116.5733654,155.5917664,63.27506179,70.62367055,TRUE,0.5,0.48923414
3640,1.53184372,77.1150173,160.7091681,117.6353387,53.34180104,150.6820664,123.9761621,66.02460039,154.1340652,TRUE,0.5,0.574141014
3641,2.876391846,40.02597534,73.86568373,83.15735156,21.01969401,161.9968835,163.557877,71.93540285,139.2492437,TRUE,0.5,0.417322605
3642,2.065577472,23.89247967,83.91220322,142.9824621,72.89394432,177.8505658,173.4756731,168.6080463,62.78833447,TRUE,0.5,0.552607182
3643,2.618054812,96.69504779,45.59268407,13.82184059,122.4686449,162.4098788,98.8610334,52.6499878,120.621919,TRUE,0.5,0.479619983
3644,2.672708596,104.5182591,127.6276429,72.40385713,115.5725724,97.74297986,28.08055173,118.1648056,164.5083407,TRUE,0.5,0.454925566
3645,1.556214629,129.940974,179.018945,63.78919294,147.57928,47.74446636,43.71655791,104.72077,56.54022518,TRUE,0.5,0.584913213
3646,2.302166239,174.251973,121.7156435,38.94317273,179.0112738,157.6099435,128.0738993,31.02371097,44.399103,TRUE,0.5,0.31227268
3647,1.576311155,140.8522926,44.00437674,146.5586879,57.53135189,59.79681428,166.447003,120.1538377,177.1561324,TRUE,0.5,0.402620037
3648,1.690644396,13.37720767,1.972373774,156.0810557,3.940837738,130.2020913,92.21341055,82.57223316,124.870499,TRUE,0.5,0.738754107
3649,1.838587943,142.253377,147.9815872,54.95587023,34.17652852,114.3164731,138.5352524,171.6370496,11.26490095,TRUE,0.5,0.560695138
3650,1.28665088,79.02228271,28.55488065,74.962201,65.51734386,41.55766055,126.4894014,54.3356522,58.46982289,TRUE,0.5,0.516927768
3651,2.233402058,142.4629446,162.3574269,175.267199,32.01939778,44.71257586,135.7685863,16.95244639,46.92912155,TRUE,0.5,0.351638709
3652,2.92052949,18.71191428,66.15677093,132.9323213,121.4476177,160.7084458,167.2378084,17.44961582,19.54026731,TRUE,0.5,0.562990168
3653,1.523400272,52.32216026,100.7516545,157.3720211,39.77569279,85.24887454,66.05267181,75.64994112,51.81359411,TRUE,0.5,0.733012282
3654,1.949072321,3.940429719,113.0597794,1.841543542,37.42957161,98.40166991,66.43667938,157.9707146,97.32453026,TRUE,0.5,0.671679982
3655,2.983264637,33.53835619,42.18015245,121.507055,70.38712525,105.6937952,179.4736174,37.15394214,84.72740386,TRUE,0.5,0.633028499
3656,2.249539789,170.8700151,152.4228534,25.42024626,154.5456583,14.71625326,79.47174074,54.47744949,129.4322211,TRUE,0.5,0.735397009
3657,1.820759889,7.21168125,39.83234121,137.8030438,103.6667786,112.8822116,31.59120282,81.47761119,3.067142503,TRUE,0.5,0.491608862
3658,2.799873274,144.6708855,178.1625276,96.03972413,102.5661798,97.59144156,129.3649875,140.5044581,26.72215951,TRUE,0.5,0.525909371
3659,2.989241512,27.37915909,97.10790838,88.51245356,44.22656423,29.01662551,108.8844793,129.9926911,14.0876312,TRUE,0.5,0.477212054
3660,2.750514398,113.7164445,74.18562772,51.08705897,28.63988437,138.8106714,136.7230763,40.46218737,4.584095122,TRUE,0.5,0.667442091
3661,2.128389897,144.1786654,18.73654326,93.27346538,48.58007394,68.00361144,12.64053437,175.4730558,162.0854209,TRUE,0.5,0.614767309
3662,2.228965484,96.5885824,118.6888028,159.1296393,23.3715948,31.06993232,111.7218317,15.77646729,13.88010619,TRUE,0.5,0.489543898
3663,2.514245979,74.79631597,24.5078619,112.752948,131.3572304,5.621899361,164.1381384,155.3681144,155.1009452,TRUE,0.5,0.308018226
3664,1.830527156,52.47007896,56.44896396,125.576617,178.5456884,90.03456764,127.2756165,170.5335179,96.13638282,TRUE,0.5,0.537520615
3665,2.038459658,165.2814468,120.3191479,125.8081553,54.16789427,146.952509,1.537357226,3.280058762,10.7380797,TRUE,0.5,0.749262557
3666,1.339559255,23.94162642,114.8639339,102.9331923,172.1782955,38.15562197,166.5313171,134.5286337,70.5763078,TRUE,0.5,0.48047147
3667,2.933188764,144.801544,62.91396849,141.8159625,65.86954082,105.1786308,142.3785683,55.75963431,177.6527974,TRUE,0.5,0.47996008
3668,2.665802553,25.31781033,154.4401948,5.63948574,137.6545087,134.8980264,145.1592041,51.78077781,28.81865403,TRUE,0.5,0.454015009
3669,1.490654922,162.6275684,159.4252857,54.66958458,175.7636838,118.1626259,111.9503299,174.4808095,3.576456633,TRUE,0.5,0.426885919
3670,1.01647796,76.43147501,145.8050458,19.26945605,141.9110339,155.333998,178.5084492,8.568118567,102.0373868,TRUE,0.5,0.298226383
3671,2.873087462,76.91647229,21.79476394,31.08989261,37.64243834,26.28386407,80.07948722,93.85109118,167.6753583,TRUE,0.5,0.275169167
3672,1.858484772,19.33172689,112.437287,24.23092843,17.58346482,20.63519654,96.76258779,114.6928388,88.72502701,TRUE,0.5,0.274513803
3673,2.057981202,131.3798471,66.83389218,83.46653726,49.86387091,23.84192093,73.086188,7.517150917,112.0630198,TRUE,0.5,0.522245288
3674,2.636638667,153.5085049,70.77794446,122.2888144,85.9378411,140.9546989,103.001674,105.8486788,24.32587972,TRUE,0.5,0.50600988
3675,1.84656347,10.65532058,75.46228777,144.7509013,19.11692957,15.53861157,4.922221278,127.9021706,13.40058925,TRUE,0.5,0.505344521
3676,2.948366032,149.7925995,15.31956788,135.3800241,51.00249793,80.54884616,148.674044,171.7860225,85.28331188,TRUE,0.5,0.25841648
3677,1.899865023,20.47049816,89.65001327,5.442810739,69.1450669,98.67459197,82.86534181,74.41943784,42.77725649,TRUE,0.5,0.388639469
3678,2.472984927,135.2285644,52.20993094,179.1803626,27.90229188,141.687489,124.8721277,70.43225818,51.72889944,TRUE,0.5,0.607470019
3679,1.672259598,179.5950099,84.80964545,22.85741353,147.3179461,12.34237938,100.5518653,61.36447923,42.92204318,TRUE,0.5,0.634948977
3680,2.641382343,118.0913317,169.9787284,51.83583166,95.27832068,59.9642798,113.8786578,142.2766406,51.22705783,TRUE,0.5,0.401209406
3681,1.686376298,49.87753444,9.927146758,151.8511722,0.741481568,103.7912705,7.406560934,58.98338203,154.5483173,TRUE,0.5,0.624999332
3682,2.904044214,175.169231,23.08088095,178.687621,151.2577506,115.9535316,85.6978619,173.773169,115.4308436,TRUE,0.5,0.689352169
3683,1.535472422,118.4041836,29.18612803,114.724395,143.9924436,122.0626054,113.5959849,29.06179201,168.7223893,TRUE,0.5,0.708608322
3684,2.200923892,53.61947513,162.3816021,23.84244317,26.79378691,6.934784332,46.5356586,82.90836541,162.6499984,TRUE,0.5,0.466801035
3685,2.627775576,26.15734249,62.32686133,108.0353681,176.6354375,41.1463079,59.03340908,136.5207015,177.4932382,TRUE,0.5,0.257118654
3686,1.798909075,35.70812406,73.99147324,22.6958852,40.13676212,88.4281611,101.3383776,106.7972423,117.5013376,TRUE,0.5,0.294267857
3687,2.011660352,171.0821392,155.4685387,50.06547688,40.60601906,103.5892952,116.1476893,171.5941587,139.3357441,TRUE,0.5,0.639403705
3688,1.051746462,79.27545998,146.2045774,3.351851975,16.15988788,65.14568581,140.6405604,62.34059224,78.29276367,TRUE,0.5,0.696458783
3689,2.618815802,169.5881238,24.39830652,32.96218688,25.21632844,121.4788853,78.22621381,138.3491153,153.7262844,TRUE,0.5,0.579559931
3690,2.17329962,53.8302676,149.0235489,115.2729643,83.2266053,5.458396427,126.6672386,83.22391317,152.1704226,TRUE,0.5,0.500393551
3691,1.011635387,1.47536394,149.9010624,73.79866572,91.64097587,175.8310166,156.9724479,109.2000427,134.8938856,TRUE,0.5,0.28279241
3692,1.986596208,83.49999344,175.5167411,173.1398604,174.6379379,138.511904,137.2839685,108.711723,83.44408255,TRUE,0.5,0.579353693
3693,2.132383552,44.10691879,120.727151,16.32356464,145.6601427,59.26830376,108.9917152,79.94187136,102.632481,TRUE,0.5,0.530007089
3694,2.916560489,138.7921785,50.06016471,75.36749062,3.617516941,164.5037388,35.29462442,69.41467675,75.10223019,TRUE,0.5,0.709151924
3695,1.348997258,141.2230376,129.841048,46.25387472,124.0762035,172.4436394,59.60591152,71.02712657,179.2861242,TRUE,0.5,0.533749086
3696,2.305798758,143.5951494,134.5700708,90.31016613,171.4943875,125.4516543,71.54936753,101.871757,131.511347,TRUE,0.5,0.432459352
3697,1.987670314,106.5542181,46.01989488,17.64067724,164.9187339,174.9209954,56.70289362,144.9360835,153.0869073,TRUE,0.5,0.40650266
3698,2.976297581,169.2609497,162.295189,5.295763218,81.16375277,21.32506957,58.12926628,6.920532612,92.49094466,TRUE,0.5,0.643346185
3699,1.030179568,30.41408463,23.12571228,108.4354451,155.0008176,154.6540947,14.32923263,34.43932514,74.72373704,TRUE,0.5,0.688144468
3700,2.39299532,51.84464525,111.1479593,158.5825676,146.8129489,31.24452318,70.13519837,6.664582679,128.4916087,TRUE,0.5,0.624793068
3701,2.001341137,111.0800911,131.8228872,4.724448851,88.14975213,108.1214264,172.5306255,83.7269194,79.49668488,TRUE,0.5,0.346206829
3702,2.471839193,11.52819714,136.3040955,166.4400526,19.48104967,163.8254515,105.6869046,79.66693222,107.5025035,TRUE,0.5,0.277245352
3703,2.068373221,37.06229326,140.3158291,67.92399792,20.44383551,154.5330412,35.01769169,3.128624796,141.2894683,TRUE,0.5,0.596714963
3704,1.521514278,13.21391632,34.3490604,91.20567418,114.2659514,155.508229,166.9723311,10.75373743,83.8719801,TRUE,0.5,0.687184799
3705,2.908020099,119.1625944,54.65774081,152.1092019,6.059882543,29.28073514,7.351963422,168.6651411,75.447591,TRUE,0.5,0.253797833
3706,1.269553924,123.3136913,70.22437569,118.3244394,24.45965981,141.8469155,91.20392257,166.5465404,55.59668989,TRUE,0.5,0.638961273
3707,2.500875249,97.41911622,61.94661623,51.63351834,5.899299184,13.91673778,144.0479798,73.2705526,66.85897014,TRUE,0.5,0.745540147
3708,2.036944422,149.9139403,62.24730613,45.06138523,2.29427729,88.36394463,109.1212865,46.41385892,14.38568709,TRUE,0.5,0.479793596
3709,1.489357639,79.41024821,78.86245375,62.60307847,162.4542272,138.907786,94.88751067,15.6417538,35.30092019,TRUE,0.5,0.483351208
3710,1.713913266,41.50287216,178.968281,28.3618659,100.2129368,37.98307936,82.27991431,102.4442819,91.88394119,TRUE,0.5,0.255952803
3711,2.066431506,52.43485891,138.2277236,107.5874912,128.6223068,8.585122985,70.02030255,63.43722314,59.43122073,TRUE,0.5,0.298509526
3712,2.899910113,170.0000312,157.774149,108.8581726,83.41197147,170.6025968,7.923881794,179.7679116,25.02240401,TRUE,0.5,0.306978973
3713,2.258490499,179.4055814,163.6801364,11.1990046,87.13080415,1.496574875,37.9406572,94.42393768,92.24092476,TRUE,0.5,0.512959704
3714,2.118657409,63.69740638,138.5865977,142.1288754,10.5643353,39.17833218,65.30305764,0.302227967,5.830446402,TRUE,0.5,0.63731588
3715,1.574645032,106.6229925,40.95797652,24.08969242,176.5539248,0.87954529,52.98042722,104.1354772,12.54068724,TRUE,0.5,0.486360882
3716,1.822863077,112.5482844,8.725478824,125.04664,127.8580212,19.33865664,145.2123812,41.3921609,48.3481728,TRUE,0.5,0.463553583
3717,2.420570881,87.03429266,164.4260333,131.2906403,156.1714875,134.1015927,72.08422768,79.13266088,146.6954362,TRUE,0.5,0.328455996
3718,1.218517562,25.54428347,178.3929916,77.50417109,21.77465065,139.6452369,51.33409566,4.274668103,1.502268355,TRUE,0.5,0.287413085
3719,2.78417033,93.94193577,133.3694083,62.47796033,53.69345841,171.9649958,20.67105343,160.1493675,34.12901175,TRUE,0.5,0.47014617
3720,1.930856404,26.39286607,43.93975704,157.2641165,105.4262348,1.299141751,6.379162943,123.6277196,13.07663895,TRUE,0.5,0.484290882
3721,2.869370065,50.53197601,118.9072754,60.79127187,60.85769445,154.0406127,7.732038941,90.59020228,98.31635561,TRUE,0.5,0.484508864
3722,2.728344656,120.1775218,103.4001413,120.3810107,18.51132714,100.876343,151.6436744,160.630012,130.480336,TRUE,0.5,0.590189394
3723,2.677138693,89.32549625,80.87196358,20.93816425,50.40102693,102.5482885,116.8626234,49.12308389,155.6019238,TRUE,0.5,0.711989567
3724,1.659967821,21.62169667,55.41902764,63.03425216,100.5199293,51.49238219,79.84002955,104.0244127,179.0394767,TRUE,0.5,0.530178739
3725,1.385567853,6.553687224,91.28281916,62.07793929,27.0124307,100.1899999,35.27554536,26.84342573,52.89382981,TRUE,0.5,0.540286316
3726,2.378481275,130.2389496,102.6428902,121.4866289,4.421130842,53.15146311,79.21226627,159.333984,178.6717569,TRUE,0.5,0.367345451
3727,2.99983888,82.72641611,170.4818269,112.6634524,106.7229633,18.5071894,8.161142654,91.04227903,22.77828244,TRUE,0.5,0.487093198
3728,1.55155612,40.81006199,154.6526825,112.8319007,168.5075325,156.109832,135.8620537,95.33947147,6.388446825,TRUE,0.5,0.698800881
3729,1.128306574,90.50864713,85.9588108,140.6433043,92.21289774,16.38842659,69.55613356,49.59426046,3.272523803,TRUE,0.5,0.628759137
3730,2.934999996,147.9500108,142.2840604,50.55195238,10.00297579,160.3740946,29.26324734,114.4202704,32.54151402,TRUE,0.5,0.688771111
3731,2.12364458,37.59125623,90.25453718,169.3597566,69.73363981,123.2253762,134.37378,161.4111593,108.7391871,TRUE,0.5,0.648389015
3732,1.63460471,80.22929318,177.5683181,121.9793086,89.50489155,0.530646573,145.558222,169.8221165,111.3903799,TRUE,0.5,0.374040882
3733,1.717832863,111.7641213,107.5785857,136.91234,27.527843,13.19186655,91.92213066,1.644622549,31.15963884,TRUE,0.5,0.257972064
3734,2.48369317,34.97492826,103.9824901,76.00742724,56.00897705,121.8360722,96.55110253,39.0733255,69.47648385,TRUE,0.5,0.575836955
3735,2.927688803,115.8739495,4.772843495,157.9498004,84.81023119,160.6697982,37.2858199,62.83664677,135.632896,TRUE,0.5,0.635553258
3736,1.73571569,32.31953753,110.6616543,101.3275317,151.4351846,81.65074554,18.35581414,44.61068839,30.90527564,TRUE,0.5,0.711266792
3737,2.277743883,98.94392287,20.49276778,64.06759785,24.84289184,172.6307393,82.32079994,178.5414693,81.04803212,TRUE,0.5,0.569619567
3738,2.367294402,42.69763153,28.17527455,75.35290923,56.36941289,42.81677768,119.451514,164.16281,138.3372397,TRUE,0.5,0.61833564
3739,2.026884832,0.302966189,106.9707304,71.91506105,167.8720471,164.3930462,160.4735602,82.94843891,109.1461166,TRUE,0.5,0.54177172
3740,1.224169429,18.83800882,57.95502968,79.52139031,154.9791926,96.35504532,140.9212114,146.8683414,18.97833261,TRUE,0.5,0.318406146
3741,2.650190293,98.29085399,30.15132788,144.7975552,112.5419666,150.2326361,73.78362434,128.3378402,40.23809943,TRUE,0.5,0.726046435
3742,2.506545032,136.3649481,159.2409193,138.020747,58.22845275,40.3629861,131.8914403,55.04639232,162.1490333,TRUE,0.5,0.707202376
3743,2.356669228,4.493330681,126.7948252,76.69431036,3.13386156,3.183889806,9.609213899,96.92529207,25.26859976,TRUE,0.5,0.487408279
3744,1.772427283,145.5147151,113.7731809,9.968287991,27.39117838,147.4236317,28.25316208,158.1890417,73.30870752,TRUE,0.5,0.340370476
3745,2.079337858,154.8582948,31.03521911,50.93419476,144.5067203,137.4920738,29.97459336,85.85935662,18.52961754,TRUE,0.5,0.298494521
3746,1.753838008,14.47810691,86.87788209,166.9067461,89.24961772,30.10342357,115.5632513,75.13975718,157.609156,TRUE,0.5,0.481150507
3747,1.389944796,43.27411942,114.7798258,102.32799,37.93350802,92.78079215,35.90022363,11.362542,109.6167504,TRUE,0.5,0.310065578
3748,1.740561372,39.09672705,156.0729129,67.88473251,155.6390685,72.94317942,171.0804345,75.96577894,126.2418929,TRUE,0.5,0.279703055
3749,2.048053646,164.9854945,73.65565982,96.65751637,74.04680563,105.5165423,12.96889902,163.9075993,5.274325002,TRUE,0.5,0.640373244
3750,2.841770009,161.0249453,179.5571238,137.6638166,139.8321608,60.25109311,49.99677036,143.0473352,122.0805089,TRUE,0.5,0.508411183
3751,1.853106556,71.82763099,51.59335365,42.40025032,145.4498434,14.19870344,174.558041,143.9569979,19.05005674,TRUE,0.5,0.474068914
3752,2.713257446,109.6440447,54.35857838,32.56480826,123.2646359,95.61902435,23.96382923,125.4105592,126.4841593,TRUE,0.5,0.597587879
3753,1.849458919,54.0445553,42.88122719,77.11056225,34.45279615,164.5701564,37.01493853,141.7775033,76.73362502,TRUE,0.5,0.570454516
3754,1.387639125,110.4375799,51.38102311,149.2437957,43.95029105,23.16482296,77.24144845,25.64179753,70.04933002,TRUE,0.5,0.591348469
3755,2.213380872,87.11696015,138.2832103,84.96307561,149.5845538,144.1841701,109.6352898,3.789360612,119.3540004,TRUE,0.5,0.269237431
3756,2.782921634,177.8241828,161.8873169,165.1788904,17.10662317,162.337753,160.5874608,141.9851985,139.3993244,TRUE,0.5,0.483561756
3757,1.258294731,69.67488344,65.06372813,9.094303364,101.0559043,128.8356503,155.2150971,139.7955608,76.88148267,TRUE,0.5,0.422163317
3758,2.734257056,71.99912307,127.2620399,160.0213444,177.0576429,165.370311,144.9493686,179.4052028,153.9759343,TRUE,0.5,0.532459346
3759,1.841813786,142.8337805,99.74549726,84.78582346,99.49132947,12.79177917,75.99876069,64.06945624,75.99664425,TRUE,0.5,0.598253017
3760,1.281554516,146.1137027,4.926466801,179.1504179,55.22298772,33.21308108,93.04218423,69.07976054,99.01648709,TRUE,0.5,0.536915887
3761,1.900120245,154.0351378,26.59544074,120.5613964,42.03840569,52.27624146,34.815872,12.64096679,59.17668777,TRUE,0.5,0.679899403
3762,1.100483784,65.06210854,103.2672492,147.9358568,75.35284232,100.0982107,120.4241706,72.33793365,81.47676483,TRUE,0.5,0.478987825
3763,2.200531138,117.5523404,153.5733284,106.9279589,56.57471163,46.50067998,130.1062533,166.0219511,131.9583424,TRUE,0.5,0.260019918
3764,1.710825786,123.0288862,79.06017852,97.66403219,52.23345547,121.0043745,133.8988657,74.68934329,72.69547992,TRUE,0.5,0.446653815
3765,2.480021382,89.35985067,116.0288915,126.748905,47.51847555,57.13141551,132.3290101,25.45373402,109.8410234,TRUE,0.5,0.369601887
3766,2.518278666,106.8510032,118.1728482,77.71260127,88.76270833,1.927143129,143.2154526,96.44364597,172.3961961,TRUE,0.5,0.661863877
3767,1.806831509,58.05228203,157.8966135,145.3352382,104.1940307,150.444272,39.41121231,168.4503915,80.42590067,TRUE,0.5,0.508297275
3768,1.1924272,22.84045868,91.09584102,71.68706794,131.9008614,165.2403775,117.6701936,83.12437084,173.8144183,TRUE,0.5,0.681860454
3769,2.195761777,163.840391,83.79780156,102.2193403,40.97176688,36.77396819,150.0969437,68.01019445,56.31838718,TRUE,0.5,0.486128999
3770,1.900715434,160.3380719,94.969027,81.16684733,28.42148456,148.619734,143.9586544,92.24226732,45.69781564,TRUE,0.5,0.362693853
3771,2.794162584,83.61491926,94.65646489,7.150426866,44.62459339,167.8265066,161.9011549,150.5307895,138.6070288,TRUE,0.5,0.591296943
3772,2.00617637,81.56269898,89.87518059,159.0128292,7.981784448,119.4196261,92.5951105,99.14412546,48.58933709,TRUE,0.5,0.274899508
3773,1.637449076,140.2667938,44.30699905,0.952531531,145.6877968,140.2936419,54.03206322,18.20811022,63.30500995,TRUE,0.5,0.366762216
3774,2.562545673,86.73788508,153.428263,165.6540034,20.76178615,76.06826933,3.021177996,57.37190533,47.11894102,TRUE,0.5,0.253220416
3775,1.688029916,55.19996108,119.1401758,179.4410275,128.5702796,35.02681081,100.0050372,146.8952663,7.753689731,TRUE,0.5,0.28896939
3776,2.338568859,137.2627493,132.010382,78.82738262,164.6663791,158.5059536,11.22493764,143.9236062,49.07698416,TRUE,0.5,0.3330812
3777,1.151489962,63.1322777,166.7789187,102.5131147,111.7609885,94.93354434,43.22822584,161.3921749,82.61758415,TRUE,0.5,0.67447626
3778,1.896249818,158.1693936,150.0466869,52.17046417,20.98219362,127.779359,153.7786992,73.02952852,83.57099158,TRUE,0.5,0.48285353
3779,2.803330897,156.8412166,28.30193404,41.51324027,38.04061616,51.25680955,93.35466892,101.9678868,123.3265698,TRUE,0.5,0.301550937
3780,1.112754761,142.6057643,114.5054826,0.899396814,122.7267497,173.3770532,102.142847,139.092093,96.03146562,TRUE,0.5,0.512735079
3781,2.298785235,141.2530459,19.92602809,74.61953864,136.0928985,65.16886748,114.0452707,77.08333631,146.3706739,TRUE,0.5,0.651189046
3782,1.467758286,47.58927426,55.83959704,71.4245778,56.58196039,67.39656659,80.47215136,140.8889786,152.3550043,TRUE,0.5,0.380188156
3783,2.620621856,93.9671153,38.63973822,21.41246112,129.9904287,119.3023527,96.6506122,111.5237539,115.3426085,TRUE,0.5,0.588426365
3784,1.379031174,129.6123519,160.0718972,70.41086507,126.4727219,75.16074919,22.44625525,9.36484485,16.92814318,TRUE,0.5,0.534534789
3785,2.089473242,14.93540313,131.9626463,36.48879216,22.29634629,168.3521753,35.66970163,24.54124641,30.1667121,TRUE,0.5,0.601579373
3786,2.229931105,41.90055545,84.61957073,104.3116272,80.49384307,59.36996575,0.92579093,144.0152145,60.80181095,TRUE,0.5,0.472550172
3787,2.439499167,125.8915332,100.4186806,137.9311154,53.24335756,123.0850426,120.2096578,147.5709118,77.70179945,TRUE,0.5,0.41918416
3788,1.263584073,47.97946281,158.7445702,145.1625223,172.2127555,120.8412436,34.7432909,63.93213928,64.21510954,TRUE,0.5,0.42068916
3789,1.740991899,127.0336109,64.30802105,131.5084531,121.7885065,178.8147205,116.0612999,6.810733882,40.41827703,TRUE,0.5,0.537856085
3790,2.478128442,155.8580935,147.5499341,72.35666594,173.8386052,91.6679568,19.55292902,5.161991998,79.34243359,TRUE,0.5,0.539270207
3791,1.060139582,4.183724442,74.39762877,57.80088241,112.8920015,63.58836486,51.86336481,170.7009333,161.3358291,TRUE,0.5,0.704855017
3792,2.602732757,95.78919761,176.1519719,85.42933326,137.1798109,14.8824666,176.5373847,122.350922,98.63622649,TRUE,0.5,0.502417553
3793,1.221289368,30.35629452,104.4887439,88.33098372,169.3147543,112.708604,141.9605166,13.18301466,40.28293933,TRUE,0.5,0.429755077
3794,1.441596517,138.998763,25.42126286,171.4969294,168.7615128,31.35018214,118.2161377,94.48340735,11.4656144,TRUE,0.5,0.463927855
3795,2.306301845,130.5531257,176.0786863,116.1009677,140.5341644,141.3268416,72.88578192,175.1247964,136.5189796,TRUE,0.5,0.397028075
3796,2.408155276,151.9740041,88.49139943,110.0474476,23.85168273,81.070229,154.4121823,90.05906977,54.61243895,TRUE,0.5,0.544574015
3797,1.985888417,129.668297,103.9456236,125.1296234,110.6625846,139.4476325,109.8052295,19.20818667,163.4410584,TRUE,0.5,0.591946143
3798,2.589361685,52.52564148,79.487249,22.03330179,166.0115683,103.3112674,75.27669626,23.39621356,111.103359,TRUE,0.5,0.688919245
3799,2.300032885,69.80617715,21.98938466,49.69055323,177.8723343,169.6622443,1.178977421,45.8153906,82.06345671,TRUE,0.5,0.422405359
3800,2.330007508,17.26556323,85.42899495,159.3881482,149.0550061,32.32999366,151.7036324,116.6469503,48.39664323,TRUE,0.5,0.261772062
3801,1.311348053,135.6841604,136.4192532,8.049458244,42.68842334,67.51682829,162.047375,95.98546975,161.7612497,TRUE,0.5,0.507583733
3802,1.955743532,36.51793607,163.563674,41.68436396,41.1967174,73.75131418,120.0498547,46.44213639,43.61925532,TRUE,0.5,0.541145815
3803,2.912722724,88.25423962,48.19575289,110.3819664,121.7143656,143.0029845,88.15414695,31.46127481,87.59746548,TRUE,0.5,0.347419349
3804,2.379302685,101.1231943,108.6249495,16.48621752,113.9834541,72.5996873,90.90792101,52.14344638,157.6262574,TRUE,0.5,0.634637296
