model num,web,"theta(0,0)","theta(0,1)","theta(0,2)","theta(0,3)","theta(1,0)","theta(1,1)","theta(1,2)","theta(1,3)",fibers,seed,iso
8618,2.266572664,67.43182502,11.08026721,6.333434219,76.07912751,144.9296772,73.31320937,18.51169796,5.48790958,TRUE,0.5,0.440874439
8619,1.125335351,35.67368155,129.5336441,135.285763,165.8283268,29.35181003,54.17386237,79.81646315,98.48948112,TRUE,0.5,0.684585284
8620,1.397610515,125.2260496,53.2621168,159.9166948,136.5070626,3.733215974,70.21674413,6.080028892,88.78862018,TRUE,0.5,0.434205385
8621,2.531658021,150.5776146,153.8497239,107.4092962,15.61834776,18.44585697,85.56737742,69.7849941,76.51505431,TRUE,0.5,0.592524194
8622,1.534325741,60.37780636,147.1789914,103.5904098,115.7305019,88.4618891,176.228984,134.8635895,27.9546986,TRUE,0.5,0.645590993
8623,2.007104778,126.2309516,163.50677,37.00261453,4.686949638,119.965155,127.1480892,14.67996532,11.4529399,TRUE,0.5,0.563272362
8624,1.306961151,25.20661089,22.65906583,103.3993578,133.7545965,159.6577766,7.177467263,13.55956265,173.1442904,TRUE,0.5,0.374867223
8625,2.463815372,66.83570357,41.47701502,167.8936945,94.37431944,8.685751263,49.09176348,107.4775017,170.9168646,TRUE,0.5,0.568048213
8626,1.594956991,68.99329721,95.8531747,79.9487297,110.4525374,20.52187869,138.6685778,144.879736,63.43821109,TRUE,0.5,0.490979803
8627,1.684846524,36.17479252,175.3546203,16.64393152,160.965142,95.99331729,160.3660432,99.79546816,84.88559566,TRUE,0.5,0.301275696
8628,2.370127401,55.77540004,27.74333995,19.09101094,126.4129859,165.0717905,124.9933531,77.52111653,131.179339,TRUE,0.5,0.432204594
8629,1.502575301,12.67533848,102.9253403,96.17913828,118.773181,7.543990146,12.10362529,110.5928874,118.5899139,TRUE,0.5,0.328186466
8630,2.095744303,121.0274182,28.60700837,91.8922283,32.37923598,132.0844821,17.07124055,85.59159099,136.8430831,TRUE,0.5,0.731286546
8631,2.578156268,16.50402732,129.7430634,133.6134656,26.94682437,54.38944946,19.1277219,175.6855749,135.146716,TRUE,0.5,0.447444659
8632,2.996253764,141.9540441,179.398021,153.2950624,146.8490032,35.06774348,137.4499935,48.78491241,11.72975623,TRUE,0.5,0.461535887
8633,1.18987618,70.9034056,4.21077514,163.0727347,171.5863116,11.5127642,140.3248167,133.9727652,139.5315906,TRUE,0.5,0.502329807
8634,1.189262095,102.4797905,58.89292182,75.60294616,6.419759651,161.5066,39.68075894,16.19480572,19.7625292,TRUE,0.5,0.626007162
8635,1.692629553,158.9254655,114.3219973,161.5984869,1.847672195,173.9967314,87.40474511,116.5381836,24.17819728,TRUE,0.5,0.433224355
8636,2.831283393,83.09074571,8.924231431,153.3304398,81.6511483,111.39643,140.3922452,145.5756016,152.6098484,TRUE,0.5,0.638731323
8637,2.046372321,109.4208003,156.3658422,106.6794051,155.0610878,135.1350837,26.69626731,137.6591979,35.2635954,TRUE,0.5,0.477363935
8638,2.227231993,127.8173608,55.56907724,116.8725031,122.2660072,79.96882408,125.1229239,129.9230811,66.45205819,TRUE,0.5,0.306702694
8639,2.528050679,118.6884844,70.59742261,54.15680302,171.1307891,14.02607942,96.0005966,110.0413706,80.18484099,TRUE,0.5,0.314200167
8640,2.441586702,140.0416187,154.1146922,35.73092099,115.7410349,68.91998051,70.97668967,84.82553367,50.7106772,TRUE,0.5,0.637545518
8641,1.271511057,171.3121967,128.7663098,178.2019277,47.72333805,17.84939096,150.7661041,160.4193335,161.0402481,TRUE,0.5,0.635021397
8642,2.322375519,91.17151918,50.50401151,128.6792127,121.9767147,55.21203903,101.9111211,80.87877189,54.58711485,TRUE,0.5,0.471576109
8643,2.867021979,75.16902853,9.429596307,157.863558,170.8782817,119.7016867,159.6157918,15.53692741,131.653762,TRUE,0.5,0.562004756
8644,1.532823645,168.2560997,112.834105,141.2922699,137.9684067,96.61321745,54.80777575,73.38459944,76.12011145,TRUE,0.5,0.734732533
8645,1.238901652,54.18371956,2.76238438,168.6017375,169.4799391,112.0726968,34.48593165,58.94242672,29.36380826,TRUE,0.5,0.623455516
8646,2.827236029,40.59886831,105.7799261,120.0808182,113.6909355,103.1732711,48.15533993,60.09885193,130.2574699,TRUE,0.5,0.587871253
8647,1.758691792,6.259596136,144.1595862,141.0442013,171.6481701,8.210967508,114.1722469,162.8611985,156.5520624,TRUE,0.5,0.269959359
8648,1.13728597,51.59154031,19.58815233,155.1972309,75.80849849,142.0287479,162.4520694,114.6056268,97.65635147,TRUE,0.5,0.411489556
8649,2.283068882,93.70795367,24.61226926,14.59107854,121.6796032,67.30766006,172.6164754,115.3261852,143.2559874,TRUE,0.5,0.621937684
8650,2.661277591,101.4605372,169.3939955,165.3955332,47.92184304,13.12092574,122.3993227,82.15710248,76.66229145,TRUE,0.5,0.667810118
8651,2.891053412,148.4972733,2.712136545,163.8752174,136.7210184,85.88723815,153.1564638,35.43869471,28.16801714,TRUE,0.5,0.550886266
8652,1.78632372,93.54293969,153.9826924,148.7133685,42.18482482,107.1441232,32.24564095,35.00346073,32.51902299,TRUE,0.5,0.665139848
8653,2.168579909,169.1140277,3.1961818,77.36273251,111.5727896,20.50454529,42.24417123,11.48405073,159.5967442,TRUE,0.5,0.330800797
8654,1.492874474,66.57971531,72.2626251,45.44097344,111.2558666,128.538638,11.55095135,105.4492055,40.36003134,TRUE,0.5,0.668978258
8655,1.124214939,26.29706706,7.867101474,68.07023109,135.6966607,66.31458234,151.1450028,100.4147671,40.8845094,TRUE,0.5,0.562618745
8656,1.196360709,131.4843617,157.5929513,99.40539451,60.53964708,67.80175226,20.59059113,140.5887861,57.22897747,TRUE,0.5,0.363875553
8657,1.025437094,112.6215102,94.24551023,55.92505403,158.1604005,121.1708061,145.1122505,61.98322956,140.5635512,TRUE,0.5,0.625316871
8658,2.635858566,178.3731611,47.41058859,176.8075744,54.85467806,25.70556266,5.855224044,20.25030961,0.845390015,TRUE,0.5,0.366465606
8659,1.000600908,84.67189194,132.102086,160.6906565,76.38468778,8.225357745,106.0742077,65.58466052,0.093723432,TRUE,0.5,0.434008375
8660,1.626539878,121.9480239,27.40587683,137.9620235,16.97526398,72.27412523,178.278754,68.74264865,174.3055678,TRUE,0.5,0.447788472
8661,2.967615218,37.71497123,35.349893,155.9607894,39.14191335,130.0977595,164.9747111,30.94906087,168.5486237,TRUE,0.5,0.610975538
8662,1.766958089,1.009298836,111.7332928,90.03970085,166.1590402,152.5234305,142.4504842,56.8060182,20.98114471,TRUE,0.5,0.551497126
8663,2.748972419,148.0390934,134.9598468,166.5600538,178.0641006,173.0187464,91.07486694,138.4429878,160.8662433,TRUE,0.5,0.704787603
8664,2.786987571,60.3230102,98.25036588,13.1113783,134.3815232,145.8501807,115.9506226,177.2370169,165.4354707,TRUE,0.5,0.551283289
8665,2.722911181,8.326175203,110.3064281,170.0375612,47.94847554,161.9339823,79.38074254,168.7772221,156.2637815,TRUE,0.5,0.399652588
8666,2.207412299,73.9652646,98.38156573,10.98500737,160.529095,159.3953742,132.4146833,159.3943697,83.76491014,TRUE,0.5,0.745882348
8667,1.364702791,57.68912957,153.3493007,19.03068021,170.3027004,146.0412025,131.6837293,78.99556544,27.87572784,TRUE,0.5,0.679613407
8668,1.552964107,84.23044726,119.0028527,33.88354484,143.1877301,60.07904229,107.6554383,26.11833021,81.07554088,TRUE,0.5,0.295031835
8669,2.255043303,59.10206993,176.6918834,6.442388076,59.41850791,93.98873133,38.18394166,177.9374455,65.02483248,TRUE,0.5,0.715505158
8670,1.960403967,52.73811784,133.7867778,122.583466,48.7181157,93.11878853,81.78913533,109.1597595,110.597132,TRUE,0.5,0.25542901
8671,2.483283566,50.87809465,127.2127599,127.4919094,178.66253,4.633997093,36.42514219,73.93765328,81.5661039,TRUE,0.5,0.252450598
8672,1.132087454,18.37591561,39.5855211,50.78323993,143.5575087,80.72360393,150.0390674,144.9690719,122.7067205,TRUE,0.5,0.427198954
8673,2.850986547,23.18750275,13.48121669,47.56828446,76.97534639,43.91727789,45.84871461,65.67471881,134.9728167,TRUE,0.5,0.524925898
8674,2.223306508,71.38635511,136.5361851,36.05643712,101.33949,161.1178531,78.7182388,40.18129728,3.310488225,TRUE,0.5,0.593722421
8675,1.335649541,60.64691203,69.94483341,124.195583,179.0761839,122.1252209,69.42450913,127.9505239,8.960601451,TRUE,0.5,0.393953733
8676,1.693160523,22.9963479,172.056325,42.74867947,11.59656438,91.93151869,118.484631,18.56430652,56.43440803,TRUE,0.5,0.711584752
8677,1.854066317,177.0553992,117.5284972,84.33121287,13.67611671,54.83859115,44.98781435,25.0601909,92.07491382,TRUE,0.5,0.559224384
8678,2.901390833,160.3031966,150.075634,129.0642874,140.0871102,139.9943983,130.2133719,145.4183176,5.525048723,TRUE,0.5,0.325163397
8679,2.902887431,77.08806913,62.74881478,125.9474748,124.5938042,136.9967456,132.9780947,173.5227217,73.6602809,TRUE,0.5,0.319145818
8680,1.343561912,17.4409437,170.0851153,143.6840083,118.5980236,7.182896545,90.40292925,135.9058702,84.11726241,TRUE,0.5,0.586945087
8681,2.245081529,163.6616156,173.9036993,70.13928741,103.1622444,100.4155828,144.2090069,26.04266615,122.6079458,TRUE,0.5,0.667997465
8682,2.43521094,4.907057688,121.8827784,98.7295476,91.91716115,115.2027617,141.2923571,120.8484956,117.1274272,TRUE,0.5,0.366311378
8683,1.818254358,134.5137656,93.58754406,118.4318398,16.22473174,160.9841233,5.752618976,128.0957948,116.9530685,TRUE,0.5,0.321199336
8684,1.747172107,15.64208974,31.80946288,80.19126924,113.4137205,19.39375869,135.6320171,11.79643051,9.854985648,TRUE,0.5,0.727200205
8685,2.010747638,127.761599,8.777009096,35.55368593,105.3804657,164.9265282,26.8595614,84.32285707,15.52206834,TRUE,0.5,0.547736012
8686,1.732155395,26.79176847,141.8944336,97.93077794,110.2672125,79.3282183,149.5074583,0.904679229,82.21280422,TRUE,0.5,0.418316981
8687,2.630703932,150.0239017,67.7688612,157.4703641,98.24308055,6.577394176,15.93047178,98.44376216,151.2882899,TRUE,0.5,0.503034183
8688,1.404348044,76.60133597,80.15858849,61.89630722,106.9592057,160.8238968,45.92089702,2.836040658,26.90113656,TRUE,0.5,0.562453974
8689,1.534825198,9.533684992,152.0170993,61.05708138,109.0893688,89.11895384,153.0393407,37.95928321,27.07431012,TRUE,0.5,0.579908664
8690,2.602215713,178.914549,111.4289008,111.023233,72.59509738,125.9858244,68.71429693,67.23200828,51.65021567,TRUE,0.5,0.682141959
8691,1.145040363,12.06478551,119.6094293,7.384591404,97.19703301,16.92977375,138.1614055,57.80410084,160.7894273,TRUE,0.5,0.299241574
8692,1.262409887,78.77335283,97.27349791,22.36665053,175.8227396,129.8351417,136.9669288,92.95446049,110.4900849,TRUE,0.5,0.414989343
8693,2.353124351,53.80599395,45.94644674,99.56432347,150.7672169,28.39074997,23.6352565,137.0673913,101.9192831,TRUE,0.5,0.518737143
8694,2.517926769,126.0094262,17.87785921,60.33355304,17.47047031,24.45422251,133.6393277,167.1848033,48.20206245,TRUE,0.5,0.749363838
8695,1.806458396,155.4074971,30.19965296,82.25102441,115.9062924,31.75588374,155.1163588,66.92846762,65.51231777,TRUE,0.5,0.513963467
8696,1.264660916,109.1210683,72.18816759,23.18689364,36.19411666,11.00447061,113.1114875,156.143158,110.306472,TRUE,0.5,0.313010502
8697,1.080721212,4.404790933,177.2309172,15.66302715,4.345201217,9.258940353,52.03481722,109.1353179,91.98749227,TRUE,0.5,0.40694415
8698,2.027731584,165.5295386,129.9704382,6.290866658,38.89543003,45.68992092,96.20952444,175.8844072,44.93367765,TRUE,0.5,0.339736047
8699,2.812511576,103.1629754,113.1764449,174.091742,25.81304327,135.266283,17.71735116,131.5667835,150.5256202,TRUE,0.5,0.650770311
8700,1.5063886,156.9026433,18.36519515,114.0732664,38.01431201,146.183278,142.8892396,171.8581311,37.87662505,TRUE,0.5,0.506352459
8701,2.194810893,24.51840139,132.8879724,168.2611711,12.76770858,135.7265244,127.8817638,32.9550994,117.9338586,TRUE,0.5,0.481760603
8702,1.969617647,109.6888291,177.0539709,15.36465944,108.620003,43.60952441,72.32293818,131.4385221,61.5546116,TRUE,0.5,0.676886487
8703,2.704580439,3.154375123,171.6629228,79.63104762,94.95446916,86.54683631,143.8783463,4.528190275,14.66035466,TRUE,0.5,0.387589914
8704,1.980948243,121.8922969,116.9563723,11.32413599,89.59341581,32.62252117,44.81685279,96.37710534,126.6315003,TRUE,0.5,0.456116178
8705,1.667884151,122.483823,48.99152757,93.47226199,82.0164152,113.982408,167.3938738,15.16063978,144.0392539,TRUE,0.5,0.311912576
8706,2.553428646,2.45044287,119.1799367,110.485571,91.72811006,84.2514472,54.86445107,151.0267869,147.516846,TRUE,0.5,0.393631143
8707,1.983948793,110.8234987,83.34669649,155.5963977,137.7152144,89.30725891,58.24208931,31.86637965,91.23616356,TRUE,0.5,0.651935598
8708,1.474301126,137.7593837,69.97313427,139.2954474,151.834219,134.04932,77.71056202,162.9417642,32.25891167,TRUE,0.5,0.403869088
8709,1.599807132,115.493368,86.55884731,6.613145611,153.6815106,52.91081874,142.6350328,144.3630594,43.7830432,TRUE,0.5,0.749027228
8710,2.279037273,129.3652329,19.32224432,67.9889193,20.34929094,61.80115523,156.6841194,10.01297677,35.20159158,TRUE,0.5,0.390224681
8711,1.83635972,115.2724796,46.32509092,4.11070214,42.30967221,65.03752642,130.2992369,43.81028848,72.9178767,TRUE,0.5,0.720618703
8712,1.542187112,160.075546,7.666453457,118.6822029,140.3820776,68.11607814,43.86974637,156.0013061,11.63948721,TRUE,0.5,0.601189738
8713,2.224502265,53.1918534,127.8909029,99.80030954,160.7765763,171.4980457,88.90415428,75.94630502,38.69001264,TRUE,0.5,0.486520136
8714,1.058646756,86.37767168,79.22224897,93.17926718,19.23168006,134.296115,40.69590533,149.163167,176.814908,TRUE,0.5,0.482093668
8715,1.521023741,89.80981579,143.2500798,100.1607512,178.4912198,144.4986521,7.099571184,94.18263925,38.12419993,TRUE,0.5,0.543922852
8716,1.844684333,20.9528156,67.052056,113.1060549,168.3687287,10.61307356,11.79321321,73.61152594,175.5530412,TRUE,0.5,0.60795221
8717,2.819625114,83.22578551,98.1647097,72.45737678,91.04258517,168.7639807,25.08657272,44.78571856,116.7876289,TRUE,0.5,0.618807257
8718,1.564392672,128.550638,20.15692193,128.5882585,106.4195654,57.78572492,40.45276622,166.7930704,128.9767875,TRUE,0.5,0.515772147
8719,2.542615413,87.62489254,137.8830734,73.13548586,47.8767329,167.8070148,33.61930135,3.865516783,22.61744147,TRUE,0.5,0.48873425
8720,1.619073497,74.57254884,129.2543076,90.9539735,133.6592142,36.88846006,116.3139833,91.01358232,93.83974525,TRUE,0.5,0.587540238
8721,2.768723935,122.6598635,1.751584333,34.98930911,84.32566903,101.0034264,126.8716675,22.45589244,53.45136703,TRUE,0.5,0.729404602
8722,1.988422132,143.5185188,50.40200787,34.22339288,74.75894682,143.7810886,139.2350477,78.44467092,16.58803138,TRUE,0.5,0.719076903
8723,1.713277441,24.9944242,172.1297326,28.07587599,86.72906971,107.0691047,74.16858711,81.69497396,41.77577636,TRUE,0.5,0.622024532
8724,2.073329214,54.87220369,86.13406162,24.45575188,122.0915495,72.2077559,123.2044439,158.6185226,116.8544382,TRUE,0.5,0.319942537
8725,1.867387583,172.0648069,78.12121974,165.0142984,18.20799456,81.38347141,36.77465179,154.1012151,42.97225271,TRUE,0.5,0.51828961
8726,1.570217619,61.03715178,117.1338223,90.68381733,28.55709663,109.3170835,18.22477007,17.05669861,67.33521491,TRUE,0.5,0.325799229
8727,2.984418439,151.4296697,7.149687727,10.06855024,157.3763023,107.502961,94.37984091,157.5073008,47.2355747,TRUE,0.5,0.582035042
8728,1.402283071,91.77614197,173.846024,14.86124214,149.434294,164.3333502,54.77055736,74.51554819,4.676805866,TRUE,0.5,0.380724291
8729,1.635298275,148.0156702,93.13441289,179.0415787,72.00477066,77.59954651,83.37414619,161.4758864,90.08266186,TRUE,0.5,0.631865111
8730,1.338553634,154.9087636,100.8449146,136.3783194,39.28051229,137.6185424,139.3641848,74.70183331,40.60152648,TRUE,0.5,0.720078273
8731,1.032781118,5.854137144,175.5860131,44.15444673,82.51655773,18.38217097,98.5394694,12.12174791,15.9717973,TRUE,0.5,0.727627797
8732,2.697377878,63.36352037,163.626791,94.92011378,97.03905214,153.91762,80.63651595,88.8685629,34.64195491,TRUE,0.5,0.376027814
8733,1.205047744,130.0150876,78.52191669,126.6061311,23.2954945,13.77424727,86.10500921,21.92125183,10.18823567,TRUE,0.5,0.357798748
8734,1.140153594,131.4526759,111.3400909,112.2485345,15.08811495,147.7537977,3.752354643,81.94726951,44.97362269,TRUE,0.5,0.591544531
8735,1.008123263,56.66507272,121.3457467,136.1558507,18.88271639,24.05564394,75.47386864,108.5517337,15.73050502,TRUE,0.5,0.51549242
8736,2.884048275,48.62881739,169.118688,9.82978573,74.43778215,123.7160309,18.63464758,11.68433187,157.9995453,TRUE,0.5,0.337183694
8737,2.802170636,41.28765757,52.26752379,27.50593827,170.1772911,56.3171372,42.56591399,30.12553994,5.683211975,TRUE,0.5,0.463493787
8738,1.121143702,132.4160595,177.2647455,161.1366049,102.3992733,56.85939992,49.46293059,30.05243823,173.5129121,TRUE,0.5,0.58243136
8739,1.100934102,129.1720479,76.8472836,131.8640239,6.9558123,114.14486,99.38371693,82.98265048,4.753297172,TRUE,0.5,0.356406934
8740,1.332742977,84.83758856,35.48664459,5.135927675,150.8631813,2.605673548,88.52354529,27.15722356,142.6989837,TRUE,0.5,0.42669794
8741,2.550324995,66.3594883,162.7798934,40.96429795,80.76530132,114.2064863,11.5072298,2.624417915,153.2035319,TRUE,0.5,0.482592625
8742,1.619948391,113.298962,77.16401333,96.5254969,97.3687649,13.94591474,55.16899399,156.0672431,160.2724829,TRUE,0.5,0.273069115
8743,2.39224286,111.2209516,63.22946106,38.62074608,47.79656481,12.47982306,33.77155673,132.8244396,74.9574303,TRUE,0.5,0.46069248
8744,1.287050239,80.62133937,123.7850285,39.51296547,133.5185448,38.0668963,105.6190519,88.94416797,33.40995317,TRUE,0.5,0.734615449
8745,2.415592768,122.9598955,76.32104389,102.8559369,106.6212117,154.1640801,14.38175568,39.16976922,136.7482756,TRUE,0.5,0.544173026
8746,2.916956484,22.50866494,128.3985061,142.1767872,78.57607703,32.97911422,146.3434201,16.6648364,131.1357674,TRUE,0.5,0.3702394
8747,1.36609933,6.086998818,173.035893,24.52946771,45.85521278,136.4666028,128.2146543,158.0189291,43.35734737,TRUE,0.5,0.462730528
8748,2.477451057,72.2406494,179.7623724,98.16158585,14.46700434,64.29988428,59.46995589,99.48470133,35.809004,TRUE,0.5,0.285537843
8749,1.706658969,67.85663491,46.70092713,176.9733242,69.91174242,150.5619352,54.23029788,151.2509586,31.37255182,TRUE,0.5,0.649130338
8750,1.285204767,156.6613152,32.88985303,26.55259685,62.88628604,59.4831546,81.86970311,34.47584309,140.9562477,TRUE,0.5,0.705541178
8751,1.158350888,79.32606274,44.5778889,11.72542471,175.2644236,9.629463671,152.8362446,52.83895055,155.6548381,TRUE,0.5,0.610183898
8752,2.325931965,8.69570432,9.770826338,57.93122912,137.4110511,91.42035237,76.25811259,67.83753524,34.48059455,TRUE,0.5,0.404550196
8753,1.303906044,100.8172049,38.25689013,56.34638887,117.0020561,75.61293561,51.02818049,119.6497368,92.68784034,TRUE,0.5,0.698909964
8754,2.191503593,147.426436,16.50577154,10.16921797,64.47084846,9.3823169,118.0201961,10.36607635,108.9456981,TRUE,0.5,0.374656981
8755,1.19989396,102.6048664,167.9521575,119.5726151,62.71528772,112.3946225,100.63581,169.4686594,23.03456945,TRUE,0.5,0.320351896
8756,1.357128563,52.94293933,99.65407221,14.52471532,113.828346,17.5263078,131.8439663,123.4586732,72.4818523,TRUE,0.5,0.746769409
8757,1.700655596,8.191651478,34.48455969,1.37419902,98.61851116,100.7439523,72.95627889,101.760949,160.1519452,TRUE,0.5,0.515289583
8758,1.068994502,73.6924826,168.6620647,148.9503802,70.67396031,127.5414445,106.6465972,141.5613647,169.0721652,TRUE,0.5,0.262120826
8759,1.516027088,137.1052934,177.9597474,44.50660125,110.5921147,82.78679049,101.9664672,146.38395,142.1034064,TRUE,0.5,0.693597328
8760,1.685799492,124.6157275,157.680403,131.7964543,1.472008141,29.08005734,23.13996863,72.13035353,133.9463989,TRUE,0.5,0.368941082
8761,1.070583598,109.8059019,42.68098579,99.30186143,135.10521,16.25275713,20.20088861,122.327194,26.44765455,TRUE,0.5,0.69921618
8762,1.629331066,105.1412719,66.44468769,154.6335368,60.08110561,66.67204723,9.893201369,130.6306023,16.87149933,TRUE,0.5,0.532024239
8763,1.457604652,141.0742947,63.59924914,136.5845108,109.8504442,128.616959,59.17218049,19.58396718,96.19077195,TRUE,0.5,0.45840186
8764,2.894145707,0.413185957,60.31603438,2.143181418,132.1153114,175.1877101,77.78293147,12.09407304,66.81249539,TRUE,0.5,0.656536533
8765,1.456650683,11.47096827,129.2115066,17.25650738,157.3122342,144.5960805,56.76301826,20.65256794,25.65257517,TRUE,0.5,0.446049777
8766,2.063541062,3.487015932,149.0499714,89.63838362,136.8018069,120.4530112,95.15850902,152.1741256,84.68716738,TRUE,0.5,0.364881988
8767,2.885484363,43.77556921,144.5541144,153.163637,61.82401275,127.9087307,58.578153,3.921306086,119.4385677,TRUE,0.5,0.329557227
8768,2.204135116,153.049441,30.06665351,132.7069607,146.3893895,56.1805327,51.46672584,61.22046667,24.97056651,TRUE,0.5,0.360146715
8769,1.045469367,143.5692797,174.4344591,33.54711012,82.42350725,59.16854309,1.981317555,91.3478015,103.0964156,TRUE,0.5,0.482440998
8770,2.029970713,116.9091077,120.4146836,72.29008007,122.905943,112.2271057,66.49309627,152.7102522,134.7352391,TRUE,0.5,0.439489947
8771,1.54574443,40.64432321,19.70984777,126.0922667,143.6307278,117.138113,162.6030668,140.4586497,40.1797004,TRUE,0.5,0.525784273
8772,1.222904472,53.34716719,109.2095032,65.3883929,20.59045921,82.59918515,125.9194439,153.5506664,112.6337198,TRUE,0.5,0.630166843
8773,1.133993053,144.2060097,40.34152984,52.74341941,7.90396756,170.2074115,132.1127684,160.6900259,128.3025775,TRUE,0.5,0.563750573
8774,2.221269711,104.3407308,155.0849458,7.793009236,36.066313,74.22290796,99.22928658,1.802501488,18.01694626,TRUE,0.5,0.725246689
8775,2.024299842,104.6954431,57.80301574,80.94841663,135.1690058,143.7510685,78.03246169,18.362317,4.23998169,TRUE,0.5,0.63617277
8776,2.273993041,104.7097973,20.6549054,61.79603937,24.72457686,26.85718842,117.0141443,30.34663217,25.12499146,TRUE,0.5,0.276595087
8777,1.912300591,73.13364203,114.6928059,32.02988702,8.424688947,71.42354327,83.98400617,85.89187016,88.09221693,TRUE,0.5,0.392927863
8778,2.563708448,35.29106216,94.47168588,114.9218714,43.03720947,145.4946732,136.1940884,164.4898046,136.115972,TRUE,0.5,0.557242771
8779,1.089572656,99.04834827,162.4368454,44.54537729,87.46826986,33.79356566,171.2684925,152.4918583,24.60186393,TRUE,0.5,0.421671815
8780,2.202066693,83.65770966,163.33312,164.2611355,102.4234087,62.6821575,159.2251996,79.14812992,108.3309658,TRUE,0.5,0.594442022
8781,1.544316616,139.6952119,40.82329985,38.06333634,144.3812259,59.93945697,179.0447953,45.20285241,119.4686619,TRUE,0.5,0.678073424
8782,1.945656233,48.456215,57.8434163,100.0838123,6.773239472,25.9791281,41.46316416,70.54914841,148.2944925,TRUE,0.5,0.721273323
8783,1.096286972,89.13575416,15.22395813,147.0383114,171.3380152,145.5615875,95.45060808,0.18868233,88.91071544,TRUE,0.5,0.620769704
8784,2.365062648,168.5362077,14.3390888,78.6429636,2.810714435,173.7951555,0.54177023,12.56265265,75.14674002,TRUE,0.5,0.470854366
8785,1.62427141,117.5293444,124.4388701,46.92547022,111.4235717,109.8047576,115.2563893,98.74767589,97.17193409,TRUE,0.5,0.416638632
8786,2.610991246,15.69944929,147.7553029,177.1885788,130.890413,106.4402309,113.9314905,28.35713711,174.0666442,TRUE,0.5,0.738134107
8787,1.259997976,169.701018,6.68752673,39.3659573,117.7535083,112.1896972,168.3876947,28.28512162,15.30671772,TRUE,0.5,0.4762773
8788,2.040418673,134.0291868,169.5708712,54.45976962,64.35440776,162.1498498,95.01220354,47.04866589,68.73200377,TRUE,0.5,0.587059666
8789,2.671511006,39.20063712,156.848974,51.9472457,33.18454171,166.9224805,101.5770397,78.50618706,55.9125072,TRUE,0.5,0.330371723
8790,1.952030253,17.32240299,6.889797177,52.69423144,169.5946863,31.11902461,33.83018608,129.1524467,20.80803749,TRUE,0.5,0.514582423
8791,1.343301161,48.31805888,3.090266317,140.504503,46.72201963,43.4117065,86.38805179,15.40006893,129.3552631,TRUE,0.5,0.4524883
8792,2.590453242,74.97258638,61.77789831,4.316032184,170.9617442,4.234566812,164.5489837,61.57382523,109.4844106,TRUE,0.5,0.608093273
8793,2.447309674,119.3013929,57.08243087,38.8839131,7.362082159,21.90816774,167.9915584,51.0456611,158.4897298,TRUE,0.5,0.4686648
8794,1.749982299,91.80052684,104.3298691,95.84560356,123.0440114,87.41803924,161.9875372,163.6722083,174.6163454,TRUE,0.5,0.367921627
8795,2.711731645,15.8122295,53.30445163,117.3011959,107.2728346,91.82349379,47.7738202,170.6575091,10.96585015,TRUE,0.5,0.623751662
8796,2.504751014,167.1317069,112.4430363,108.3915482,101.7548059,38.58829079,100.1578418,142.0985193,49.2695588,TRUE,0.5,0.461093961
8797,2.809214926,23.09834618,50.81214409,97.30914064,147.2776379,79.66839755,133.752658,167.6955682,7.385185303,TRUE,0.5,0.742711813
8798,2.017188933,125.0598562,82.3109729,119.8421645,12.32727185,92.46151874,63.05189432,105.7839991,7.800721218,TRUE,0.5,0.743479478
8799,2.745042605,157.3608284,26.45531678,98.91654635,95.03978283,78.26429365,104.9118397,25.38337012,138.1205189,TRUE,0.5,0.585808006
8800,1.197208043,140.1287896,175.9543365,90.28146996,43.19931182,77.40937253,98.12870806,169.1332883,42.50168858,TRUE,0.5,0.587677284
8801,2.272814106,140.6395808,116.3549832,72.86990724,28.32020079,97.05103078,55.98899477,74.2454482,171.9421114,TRUE,0.5,0.341910418
8802,1.092457954,116.1646569,1.228388284,169.6918079,119.2413007,115.6416125,24.79470695,150.7728963,153.037547,TRUE,0.5,0.553540314
8803,2.133752796,11.65309591,148.5682507,51.44230562,112.9655789,62.86946376,91.43291777,177.6674736,143.8882031,TRUE,0.5,0.450953732
8804,2.973514615,37.19982571,35.91756898,153.5095642,127.1004859,142.5476873,158.1602061,7.757444241,167.1798318,TRUE,0.5,0.39414554
8805,2.744501909,132.6385953,54.90145547,162.9285548,114.7310425,146.5115493,9.049861295,98.10411094,0.280093219,TRUE,0.5,0.522893187
8806,2.758567774,25.88438416,67.41214355,18.87630835,147.8166113,90.85690183,10.95543748,79.54388029,9.805051957,TRUE,0.5,0.258525995
8807,2.389116914,24.10844008,22.40237072,155.3067743,136.3260497,116.452141,133.9526891,122.4611428,29.96062974,TRUE,0.5,0.35505665
8808,2.791937568,80.34726103,86.72907258,76.88091575,175.8676838,0.62468894,15.26704358,62.72296105,55.13579027,TRUE,0.5,0.324419717
8809,1.943963039,48.27786738,111.0887511,41.25714307,8.865473765,24.62117608,34.56281811,179.1682495,16.30264923,TRUE,0.5,0.484089517
8810,2.820237635,114.3563564,167.5890906,94.15969609,61.63831755,32.09449258,141.7096529,148.8487361,126.5577197,TRUE,0.5,0.471212517
8811,2.287969952,94.72509598,1.144211812,97.36619223,39.4849305,98.30364716,154.8869942,176.1913694,82.94830282,TRUE,0.5,0.418504472
